station_id,t
1877,9
1747,9
1822,10
1819,11
1877,12
1807,12
1819,12
1877,13
1747,13
1807,13
1866,13
1820,13
1877,14
1807,14
1819,14
1866,14
1860,14
1877,15
1819,15
1866,15
1877,16
1722,16
1819,16
1866,16
1870,16
1877,17
1819,17
1866,17
1870,17
1868,17
1864,17
1807,18
1866,18
1870,18
1819,19
1866,19
1869,19
1877,20
1819,20
